Cat_2_1.bmp,right,k,0.6370761,orange
Cat_1_2.bmp,right,k,0.67048586,black
Cat_1_2.bmp,right,k,0.531954557,black
Cat_1_2.bmp,right,k,0.52163173,black
Cat_2_3.bmp,left,j,0.681708731,orange
Cat_1_2.bmp,right,k,0.526916375,black
Cat_2_3.bmp,right,k,0.59422624,orange
Cat_2_3.bmp,right,k,0.558649148,orange
Cat_1_3.bmp,left,j,0.666940447,black
Cat_1_1.bmp,right,k,0.533577519,black
Cat_1_3.bmp,left,j,0.533884698,black
Cat_2_1.bmp,right,k,0.490345772,orange
Cat_1_1.bmp,right,k,0.487011727,black
Cat_1_1.bmp,right,k,0.493393501,black
Cat_1_2.bmp,right,k,0.442292776,black
Cat_2_3.bmp,left,j,0.579296606,orange
Cat_2_2.bmp,right,k,0.598497421,orange
Cat_1_1.bmp,left,j,0.772797896,black
Cat_2_3.bmp,left,k,0.782661876,orange
Cat_2_3.bmp,left,j,0.563904573,orange
Cat_1_3.bmp,left,j,0.622256701,black
Cat_1_3.bmp,right,k,0.471982193,black
Cat_1_3.bmp,left,j,0.543305904,black
Cat_1_2.bmp,left,j,0.540616465,black
Cat_2_1.bmp,left,k,0.548890687,orange
Cat_2_3.bmp,left,k,0.847093654,orange
Cat_1_2.bmp,left,j,0.508440953,black
Cat_1_1.bmp,left,j,0.531371108,black
Cat_2_2.bmp,right,k,0.726062632,orange
Cat_2_3.bmp,left,j,0.665947444,black
Cat_1_1.bmp,left,j,0.521348385,black
Cat_2_3.bmp,right,k,0.493890918,orange
Cat_2_3.bmp,right,k,0.494080301,orange
Cat_2_1.bmp,left,j,0.704991973,orange
Cat_2_1.bmp,right,k,0.513063671,orange
Cat_1_2.bmp,left,j,0.548702371,black
Cat_2_3.bmp,right,k,0.515717221,orange
Cat_2_3.bmp,right,k,0.559595935,orange
Cat_1_2.bmp,right,k,0.620569369,black
Cat_2_1.bmp,left,j,0.829121835,orange
Cat_2_2.bmp,left,j,0.494819698,orange
Cat_1_1.bmp,right,k,0.611794628,black
Cat_1_3.bmp,right,k,0.668484524,black
Cat_2_2.bmp,left,j,0.622133677,orange
Cat_1_2.bmp,left,j,0.637999163,black
Cat_1_3.bmp,left,j,1.006864564,black
Cat_1_1.bmp,left,j,0.55896615,black
Cat_2_1.bmp,left,k,0.624449383,black
Cat_1_2.bmp,left,j,0.882304099,black
Cat_2_2.bmp,right,k,1.007889609,orange
Cat_2_1.bmp,right,k,0.610565322,orange
Cat_1_2.bmp,left,j,0.539884389,black
Cat_1_3.bmp,left,j,0.651590919,black
Cat_1_3.bmp,right,k,0.703306764,black
Cat_2_2.bmp,right,k,0.608105764,orange
Cat_1_1.bmp,left,j,0.578783834,black
Cat_1_2.bmp,left,j,0.583703905,black
Cat_1_2.bmp,left,j,0.588155924,black
Cat_2_2.bmp,left,k,0.594492331,orange
Cat_1_1.bmp,right,j,0.799231105,black
Cat_2_2.bmp,left,j,0.732125794,orange
Cat_2_1.bmp,left,j,0.624111097,orange
Cat_1_3.bmp,left,j,0.628675047,black
Cat_2_3.bmp,left,k,0.680244425,orange
Cat_1_2.bmp,left,j,0.668461344,black
Cat_1_2.bmp,right,k,0.673251477,black
Cat_1_3.bmp,right,k,0.675780928,black
Cat_2_2.bmp,right,k,0.772343092,orange
Cat_1_3.bmp,right,j,0.700217989,black
Cat_2_2.bmp,right,k,0.566502038,orange
Cat_2_3.bmp,left,j,0.735470799,orange
Cat_1_1.bmp,left,j,0.532460902,black
Cat_1_1.bmp,right,k,0.572876218,black
Cat_1_3.bmp,right,k,0.852396278,black
Cat_1_2.bmp,right,k,0.49444199,black
Cat_1_3.bmp,left,j,0.554696474,black
Cat_1_2.bmp,right,k,0.524641446,black
Cat_1_3.bmp,right,k,0.5012192,black
Cat_2_3.bmp,left,j,0.622491671,orange
Cat_2_3.bmp,right,k,0.529935401,orange
Cat_1_2.bmp,right,k,0.551648546,black
Cat_2_1.bmp,left,j,0.648948765,orange
Cat_2_2.bmp,left,j,0.598569614,orange
Cat_2_2.bmp,left,j,0.542807169,orange
Cat_1_3.bmp,left,j,0.594193263,black
Cat_2_1.bmp,left,j,0.698491329,orange
Cat_1_2.bmp,left,j,0.490574466,black
Cat_2_2.bmp,left,j,0.594680137,orange
Cat_1_3.bmp,left,j,0.573444624,black
Cat_2_2.bmp,right,k,0.728494968,orange
Cat_2_2.bmp,right,k,0.520431324,orange
Cat_2_2.bmp,right,k,0.515272991,orange
Cat_2_2.bmp,left,j,0.704206675,orange
Cat_2_3.bmp,left,j,0.710865182,orange
Cat_2_3.bmp,right,k,0.609359465,orange
Cat_2_2.bmp,left,j,0.649487901,orange
Cat_2_3.bmp,right,k,0.707492657,orange
Cat_2_1.bmp,left,j,0.66996972,orange
Cat_1_1.bmp,left,j,0.636633152,black
Cat_2_3.bmp,right,k,0.668543486,orange
Cat_1_1.bmp,right,j,0.576365573,black
Cat_1_1.bmp,right,j,0.558872902,black
Cat_2_3.bmp,left,k,0.626514738,orange
Cat_1_3.bmp,left,j,0.817198935,black
Cat_1_2.bmp,right,k,0.625173776,black
Cat_1_3.bmp,left,k,0.832807869,black
Cat_1_2.bmp,right,k,0.619095551,black
Cat_1_1.bmp,right,k,0.65154136,black
Cat_2_2.bmp,right,k,0.903087584,orange
Cat_1_1.bmp,left,j,0.524988824,black
Cat_2_3.bmp,left,k,0.660347011,black
Cat_2_2.bmp,left,j,0.894444204,black
Cat_2_1.bmp,right,k,1.323700057,orange
Cat_2_3.bmp,left,j,1.067495768,orange
Cat_1_3.bmp,right,k,0.730420419,black
Cat_1_1.bmp,right,k,1.258415003,black
Cat_1_1.bmp,left,j,0.537445021,black
Cat_2_1.bmp,left,j,0.757999701,orange
Cat_1_3.bmp,right,k,0.752706953,black
Cat_2_2.bmp,left,k,0.770672144,orange
Cat_1_2.bmp,left,j,0.612298358,black
Cat_2_1.bmp,right,k,0.554758037,orange
Cat_1_3.bmp,left,j,0.493227514,black
Cat_1_3.bmp,left,j,0.429987605,black
Cat_2_1.bmp,right,k,0.677034274,orange
Cat_2_2.bmp,right,k,0.505887965,orange
Cat_2_1.bmp,left,k,0.645586583,orange
Cat_2_2.bmp,left,j,0.713530288,orange
Cat_2_2.bmp,right,k,0.600935189,orange
Cat_2_2.bmp,left,j,0.716705118,orange
Cat_1_1.bmp,right,k,0.699995025,black
Cat_2_2.bmp,right,k,0.533246921,orange
Cat_1_2.bmp,right,k,0.530016925,black
Cat_1_1.bmp,left,j,0.519883406,black
Cat_1_3.bmp,left,j,0.496674494,black
Cat_2_1.bmp,left,j,0.718576872,orange
Cat_1_3.bmp,right,k,0.611780776,black
Cat_1_3.bmp,left,j,0.542104548,black
Cat_2_3.bmp,right,k,0.612054263,orange
Cat_1_1.bmp,left,j,0.538007231,black
Cat_1_3.bmp,right,j,0.644158169,black
Cat_1_3.bmp,left,j,0.46120056,black
Cat_2_3.bmp,right,k,0.651431788,orange
Cat_1_2.bmp,left,j,0.457308008,black
Cat_1_3.bmp,left,j,0.459958053,black
Cat_1_3.bmp,right,k,0.842635935,black
Cat_2_1.bmp,right,k,0.681633235,orange
Cat_2_2.bmp,right,k,0.481126306,orange
Cat_1_1.bmp,right,k,0.748800779,black
Cat_2_1.bmp,right,k,1.03642065,orange
Cat_1_2.bmp,right,k,0.556211127,black
Cat_2_1.bmp,left,j,0.612873517,orange
Cat_2_2.bmp,right,k,0.64095808,orange
Cat_1_1.bmp,left,j,0.586099432,black
Cat_2_1.bmp,right,k,0.516243567,orange
Cat_1_1.bmp,left,j,0.567724495,black
Cat_2_2.bmp,left,j,0.791217316,orange
Cat_2_1.bmp,left,j,0.627474339,orange
Cat_1_2.bmp,left,j,0.650330774,black
Cat_1_3.bmp,right,k,0.513384302,black
Cat_1_3.bmp,left,j,0.596571604,black
Cat_2_2.bmp,left,j,0.717176161,orange
Cat_2_2.bmp,right,k,0.647839292,orange
Cat_2_3.bmp,right,k,0.565987438,orange
Cat_1_2.bmp,left,j,0.487644306,black
Cat_1_1.bmp,left,j,0.557459559,black
Cat_1_1.bmp,left,j,0.554166908,black
Cat_2_1.bmp,right,k,0.51806834,orange
Cat_1_2.bmp,left,j,0.515119503,black
Cat_2_2.bmp,right,k,0.529235901,orange
Cat_1_2.bmp,left,j,0.482123665,black
Cat_1_1.bmp,left,j,0.561565371,black
Cat_2_2.bmp,right,k,0.517200048,orange
Cat_1_2.bmp,left,j,0.719727009,black
Cat_2_2.bmp,right,k,0.479439704,orange
Cat_1_2.bmp,left,j,0.5094818,black
Cat_1_1.bmp,right,k,0.626674541,black
Cat_1_2.bmp,left,j,0.52973163,black
Cat_2_2.bmp,left,j,0.781519179,orange
Cat_2_1.bmp,right,k,0.539733445,orange
